Date,Bitcoin,Gold,NASDAQ
10/27/2019,9551.71,1499.5,8243.12
10/28/2019,9256.15,1490,8325.99
10/29/2019,9427.69,1487,8276.85
10/30/2019,9205.73,1493.2,8303.98
10/31/2019,9199.58,1511.4,8292.36
11/1/2019,9261.1,1508,8386.4
11/2/2019,9324.72,1508,8386.4
11/3/2019,9235.35,1508,8386.4
11/4/2019,9412.61,1508,8433.2
11/5/2019,9342.53,1480.8,8434.68
11/6/2019,9360.88,1490.2,8410.63
11/7/2019,9267.56,1464.2,8434.52
11/8/2019,8804.88,1461.3,8475.31
11/9/2019,8813.58,1461.3,8475.31
11/10/2019,9055.53,1461.3,8475.31
11/11/2019,8757.79,1455.5,8464.28
11/12/2019,8815.66,1452.1,8486.09
11/13/2019,8808.26,1461.7,8482.1
11/14/2019,8708.1,1471.8,8479.02
11/15/2019,8491.99,1467.3,8540.83
11/16/2019,8550.76,1467.3,8540.83
11/17/2019,8577.98,1467.3,8540.83
11/18/2019,8309.29,1470.9,8549.94
11/19/2019,8206.15,1473.3,8570.66
11/20/2019,8027.27,1473.3,8526.73
11/21/2019,7642.75,1463.1,8506.21
11/22/2019,7296.58,1463.1,8519.88
11/23/2019,7397.8,1463.1,8519.88
11/24/2019,7047.92,1463.1,8519.88
11/25/2019,7146.13,1456.6,8632.49
11/26/2019,7218.37,1459.8,8647.93
11/27/2019,7531.66,1453.4,8705.18
11/28/2019,7463.11,1453.4,8705.18
11/29/2019,7761.24,1465.6,8665.47
11/30/2019,7569.63,1465.6,8665.47
12/1/2019,7424.29,1465.6,8665.47
12/2/2019,7321.99,1462.3,8567.99
12/3/2019,7320.15,1478.2,8520.64
12/4/2019,7252.03,1474,8566.67
12/5/2019,7448.31,1476.9,8570.7
12/6/2019,7547,1459.1,8656.53
12/7/2019,7556.24,1459.1,8656.53
12/8/2019,7564.35,1459.1,8656.53
12/9/2019,7400.9,1459.3,8621.83
12/10/2019,7278.12,1462.6,8616.18
12/11/2019,7217.43,1469.4,8654.05
12/12/2019,7243.13,1466.7,8717.32
12/13/2019,7269.68,1475.6,8734.88
12/14/2019,7124.67,1475.6,8734.88
12/15/2019,7152.3,1475.6,8734.88
12/16/2019,6932.48,1475,8814.23
12/17/2019,6640.52,1474.6,8823.36
12/18/2019,7276.8,1472.6,8827.74
12/19/2019,7202.84,1478.2,8887.22
12/20/2019,7218.82,1474.7,8924.96
12/21/2019,7191.16,1474.7,8924.96
12/22/2019,7511.59,1474.7,8924.96
12/23/2019,7355.63,1482.5,8945.65
12/24/2019,7322.53,1499.1,8952.88
12/25/2019,7275.16,1499.1,8952.88
12/26/2019,7238.97,1509.3,9022.39
12/27/2019,7290.09,1513.8,9006.62
12/28/2019,7317.99,1513.8,9006.62
12/29/2019,7422.65,1513.8,9006.62
12/30/2019,7293,1514.5,8945.99
12/31/2019,7193.6,1519.5,8972.6
1/1/2020,7200.17,1519.5,8972.6
1/2/2020,6985.47,1524.5,9092.19
1/3/2020,7344.88,1549.2,9020.77
1/4/2020,7410.66,1549.2,9020.77
1/5/2020,7411.32,1549.2,9020.77
1/6/2020,7769.22,1566.2,9071.47
1/7/2020,8163.69,1571.8,9068.58
1/8/2020,8079.86,1557.4,9129.24
1/9/2020,7879.07,1551.7,9203.43
1/10/2020,8166.55,1557.5,9178.86
1/11/2020,8037.54,1557.5,9178.86
1/12/2020,8192.49,1557.5,9178.86
1/13/2020,8144.19,1548.4,9273.93
1/14/2020,8827.76,1542.4,9251.33
1/15/2020,8807.01,1552.1,9258.7
1/16/2020,8723.79,1549,9357.13
1/17/2020,8929.04,1558.8,9388.94
1/18/2020,8942.81,1558.8,9388.94
1/19/2020,8706.25,1558.8,9388.94
1/20/2020,8657.64,1558.8,9388.94
1/21/2020,8745.89,1556.4,9370.81
1/22/2020,8680.88,1555.3,9383.77
1/23/2020,8406.52,1564.6,9402.48
1/24/2020,8445.43,1571.1,9314.91
1/25/2020,8367.85,1571.1,9314.91
1/26/2020,8596.83,1571.1,9314.91
1/27/2020,8909.82,1576.8,9139.31
1/28/2020,9358.59,1569.2,9269.68
1/29/2020,9316.63,1569.8,9275.16
1/30/2020,9508.99,1583.5,9298.93
1/31/2020,9350.53,1582.9,9150.94
2/1/2020,9392.88,1582.9,9150.94
2/2/2020,9344.37,1582.9,9150.94
2/3/2020,9293.52,1577.2,9273.4
2/4/2020,9180.96,1550.4,9467.97
2/5/2020,9613.42,1557.8,9508.68
2/6/2020,9729.8,1565.1,9572.15
2/7/2020,9795.94,1568.6,9520.51
2/8/2020,9865.12,1568.6,9520.51
2/9/2020,10116.67,1568.6,9520.51
2/10/2020,9856.61,1574.7,9628.39
2/11/2020,10208.24,1565.6,9638.94
2/12/2020,10326.05,1567.4,9725.96
2/13/2020,10214.38,1575.1,9711.97
2/14/2020,10312.12,1582.7,9731.18
2/15/2020,9889.42,1582.7,9731.18
2/16/2020,9934.43,1582.7,9731.18
2/17/2020,9690.14,1582.7,9731.18
2/18/2020,10142,1600,9732.74
2/19/2020,9633.39,1607.5,9817.18
2/20/2020,9608.48,1616.6,9750.97
2/21/2020,9686.44,1644.6,9576.59
2/22/2020,9663.18,1644.6,9576.59
2/23/2020,9924.52,1644.6,9576.59
2/24/2020,9650.17,1672.4,9221.28
2/25/2020,9341.71,1646.9,8965.61
2/26/2020,8820.52,1640,8980.78
2/27/2020,8784.49,1640,8566.48
2/28/2020,8672.46,1564.1,8567.37
2/29/2020,8599.51,1564.1,8567.37
3/1/2020,8562.45,1564.1,8567.37
3/2/2020,8869.67,1592.3,8952.17
3/3/2020,8787.79,1642.1,8684.09
3/4/2020,8755.25,1641.1,9018.09
3/5/2020,9078.76,1666.4,8738.59
3/6/2020,9122.55,1670.8,8575.62
3/7/2020,8909.95,1670.8,8575.62
3/8/2020,8108.12,1670.8,8575.62
3/9/2020,7923.64,1674.5,7950.68
3/10/2020,7909.73,1659.1,8344.25
3/11/2020,7911.43,1641.4,7952.05
3/12/2020,4970.79,1589.3,7201.8
3/13/2020,5563.71,1515.7,7874.88
3/14/2020,5200.37,1515.7,7874.88
3/15/2020,5392.31,1515.7,7874.88
3/16/2020,5014.48,1485.9,6904.59
3/17/2020,5225.63,1524.9,7334.78
3/18/2020,5238.44,1477.3,6989.84
3/19/2020,6191.19,1478.6,7150.58
3/20/2020,6198.78,1484,6879.52
3/21/2020,6185.07,1484,6879.52
3/22/2020,5830.25,1484,6879.52
3/23/2020,6416.31,1567,6860.67
3/24/2020,6734.8,1660.2,7417.86
3/25/2020,6681.06,1632.3,7384.3
3/26/2020,6716.44,1650.1,7797.54
3/27/2020,6469.8,1623.9,7502.38
3/28/2020,6242.19,1623.9,7502.38
3/29/2020,5922.04,1623.9,7502.38
3/30/2020,6429.84,1622,7774.15
3/31/2020,6438.64,1583.4,7700.1
4/1/2020,6606.78,1578.2,7360.58
4/2/2020,6793.62,1625.7,7487.31
4/3/2020,6733.39,1633.7,7373.08
4/4/2020,6867.53,1633.7,7373.08
4/5/2020,6791.13,1633.7,7373.08
4/6/2020,7271.78,1677,7913.24
4/7/2020,7176.41,1664.8,7887.26
4/8/2020,7334.1,1665.4,8090.9
4/9/2020,7302.09,1736.2,8153.58
4/10/2020,6865.49,1736.2,8153.58
4/11/2020,6859.08,1736.2,8153.58
4/12/2020,6971.09,1736.2,8153.58
4/13/2020,6845.04,1744.8,8192.42
4/14/2020,6842.43,1756.7,8515.74
4/15/2020,6642.11,1727.2,8393.18
4/16/2020,7116.8,1720.4,8532.36
4/17/2020,7096.18,1689.2,8650.14
4/18/2020,7257.66,1689.2,8650.14
4/19/2020,7189.42,1689.2,8650.14
4/20/2020,6881.96,1701.6,8560.73
4/21/2020,6880.32,1678.2,8263.23
4/22/2020,7117.21,1728.7,8495.38
4/23/2020,7429.72,1733.3,8494.75
4/24/2020,7550.9,1723.5,8634.52
4/25/2020,7569.94,1723.5,8634.52
4/26/2020,7679.87,1723.5,8634.52
4/27/2020,7795.6,1711.9,8730.16
4/28/2020,7807.06,1710.5,8607.73
4/29/2020,8801.04,1703.4,8914.71
4/30/2020,8658.55,1684.2,8889.55
5/1/2020,8864.77,1694.5,8604.95
5/2/2020,8988.6,1694.5,8604.95
5/3/2020,8897.47,1694.5,8604.95
5/4/2020,8912.65,1706.9,8710.71
5/5/2020,9003.07,1704.4,8809.12
5/6/2020,9268.76,1684.2,8854.39
5/7/2020,9951.52,1721.8,8979.66
5/8/2020,9842.67,1709.9,9121.32
5/9/2020,9593.9,1709.9,9121.32
5/10/2020,8756.43,1709.9,9121.32
5/11/2020,8601.8,1695.3,9192.34
5/12/2020,8804.48,1704.4,9002.55
5/13/2020,9269.99,1713.9,8863.17
5/14/2020,9733.72,1738.1,8943.72
5/15/2020,9328.2,1753.4,9014.56
5/16/2020,9377.01,1753.4,9014.56
5/17/2020,9670.74,1753.4,9014.56
5/18/2020,9726.57,1731.8,9234.83
5/19/2020,9729.04,1744.2,9185.1
5/20/2020,9522.98,1750.6,9375.78
5/21/2020,9081.76,1720.5,9284.88
5/22/2020,9182.58,1734.6,9324.59
5/23/2020,9209.29,1734.6,9324.59
5/24/2020,8790.37,1734.6,9324.59
5/25/2020,8906.93,1734.6,9324.59
5/26/2020,8835.05,1704.8,9340.22
5/27/2020,9181.02,1710.3,9412.36
5/28/2020,9525.75,1713.3,9368.99
5/29/2020,9439.12,1736.9,9489.87
5/30/2020,9700.41,1736.9,9489.87
5/31/2020,9461.06,1736.9,9489.87
6/1/2020,10167.27,1737.8,9552.05
6/2/2020,9529.8,1725.2,9608.38
6/3/2020,9656.72,1697.8,9682.91
6/4/2020,9800.64,1718.9,9615.81
6/5/2020,9665.53,1676.2,9814.08
6/6/2020,9653.68,1676.2,9814.08
6/7/2020,9758.85,1676.2,9814.08
6/8/2020,9771.49,1698.3,9924.75
6/9/2020,9795.7,1714.7,9953.75
6/10/2020,9870.09,1713.3,10020.35
6/11/2020,9321.78,1732,9492.73
6/12/2020,9480.84,1729.3,9588.81
6/13/2020,9475.28,1729.3,9588.81
6/14/2020,9386.79,1729.3,9588.81
6/15/2020,9450.7,1720.3,9726.02
6/16/2020,9538.02,1729.6,9895.87
6/17/2020,9480.26,1729.2,9910.53
6/18/2020,9411.84,1724.8,9943.05
6/19/2020,9288.02,1745.9,9946.12
6/20/2020,9332.34,1745.9,9946.12
6/21/2020,9303.63,1745.9,9946.12
6/22/2020,9648.72,1756.7,10056.48
6/23/2020,9629.66,1772.1,10131.37
6/24/2020,9313.61,1765.8,9909.17
6/25/2020,9264.81,1762.1,10017
6/26/2020,9162.92,1772.5,9757.22
6/27/2020,9045.39,1772.5,9757.22
6/28/2020,9143.58,1772.5,9757.22
6/29/2020,9190.85,1774.8,9874.15
6/30/2020,9137.99,1793,10058.77
7/1/2020,9228.33,1773.2,10154.63
7/2/2020,9123.41,1784,10207.63
7/3/2020,9087.3,1784,10207.63
7/4/2020,9132.49,1784,10207.63
7/5/2020,9073.94,1784,10207.63
7/6/2020,9375.47,1788.5,10433.65
7/7/2020,9252.28,1804.2,10343.89
7/8/2020,9428.33,1815.5,10492.5
7/9/2020,9277.97,1799.2,10547.75
7/10/2020,9278.81,1798.2,10617.44
7/11/2020,9240.35,1798.2,10617.44
7/12/2020,9276.5,1798.2,10617.44
7/13/2020,9243.61,1811,10390.84
7/14/2020,9243.21,1810.6,10488.58
7/15/2020,9192.84,1811.4,10550.49
7/16/2020,9132.23,1798.7,10473.83
7/17/2020,9151.39,1808.3,10503.19
7/18/2020,9159.04,1808.3,10503.19
7/19/2020,9185.82,1808.3,10503.19
7/20/2020,9164.23,1815.9,10767.09
7/21/2020,9374.89,1842.4,10680.36
7/22/2020,9525.36,1864.1,10706.13
7/23/2020,9581.07,1889.1,10461.42
7/24/2020,9536.89,1897.3,10363.18
7/25/2020,9677.11,1897.3,10363.18
7/26/2020,9905.17,1897.3,10363.18
7/27/2020,10990.87,1931,10536.27
7/28/2020,10912.82,1944.7,10402.09
7/29/2020,11100.47,1953.5,10542.94
7/30/2020,11111.21,1942.3,10587.81
7/31/2020,11323.47,1962.8,10745.27
8/1/2020,11759.59,1962.8,10745.27
8/2/2020,11053.61,1962.8,10745.27
8/3/2020,11246.35,1966,10902.8
8/4/2020,11205.89,2001.2,10941.17
8/5/2020,11747.02,2031.1,10998.4
8/6/2020,11779.77,2051.5,11108.07
8/7/2020,11601.47,2010.1,11010.98
8/8/2020,11754.05,2010.1,11010.98
8/9/2020,11675.74,2010.1,11010.98
8/10/2020,11878.11,2024.4,10968.36
8/11/2020,11410.53,1932.6,10782.82
8/12/2020,11584.93,1934.9,11012.24
8/13/2020,11784.14,1956.7,11042.5
8/14/2020,11768.87,1937,11019.3
8/15/2020,11865.7,1937,11019.3
8/16/2020,11892.8,1937,11019.3
8/17/2020,12254.4,1985,11129.73
8/18/2020,11991.23,1999.4,11210.84
8/19/2020,11758.28,1958.7,11146.46
8/20/2020,11878.37,1933.8,11264.95
8/21/2020,11592.49,1934.6,11311.8
8/22/2020,11681.83,1934.6,11311.8
8/23/2020,11664.85,1934.6,11311.8
8/24/2020,11774.6,1927.7,11379.72
8/25/2020,11366.14,1911.8,11466.47
8/26/2020,11488.36,1940.7,11665.06
8/27/2020,11323.4,1921.6,11625.34
8/28/2020,11542.5,1964.6,11695.63
8/29/2020,11506.87,1964.6,11695.63
8/30/2020,11711.51,1964.6,11695.63
8/31/2020,11680.82,1967.6,11775.46
9/1/2020,11970.48,1968.2,11939.67
9/2/2020,11414.03,1934.4,12056.44
9/3/2020,10245.3,1927.6,11458.1
9/4/2020,10511.81,1923.9,11313.13
9/5/2020,10169.57,1923.9,11313.13
9/6/2020,10280.35,1923.9,11313.13
9/7/2020,10369.56,1923.9,11313.13
9/8/2020,10131.52,1933,10847.69
9/9/2020,10242.35,1944.7,11141.56
9/10/2020,10363.14,1954.2,10919.59
9/11/2020,10400.91,1937.8,10853.55
9/12/2020,10442.17,1937.8,10853.55
9/13/2020,10323.76,1937.8,10853.55
9/14/2020,10680.84,1953.1,11056.65
9/15/2020,10796.95,1956.3,11190.32
9/16/2020,10974.9,1960.2,11050.47
9/17/2020,10948.99,1940,10910.28
9/18/2020,10944.59,1952.1,10793.28
9/19/2020,11094.35,1952.1,10793.28
9/20/2020,10938.27,1952.1,10793.28
9/21/2020,10462.26,1901.2,10778.8
9/22/2020,10538.46,1898.6,10963.64
9/23/2020,10246.19,1859.9,10632.99
9/24/2020,10760.07,1868.3,10672.27
9/25/2020,10692.72,1857.7,10913.56
9/26/2020,10750.72,1857.7,10913.56
9/27/2020,10775.27,1857.7,10913.56
9/28/2020,10709.65,1872.8,11117.53
9/29/2020,10844.64,1894.3,11085.25
9/30/2020,10784.49,1887.5,11167.51
10/1/2020,10619.45,1908.4,11326.51
10/2/2020,10575.98,1900.2,11075.02
10/3/2020,10549.33,1900.2,11075.02
10/4/2020,10669.58,1900.2,11075.02
10/5/2020,10793.34,1912.5,11332.49
10/6/2020,10604.41,1901.1,11154.6
10/7/2020,10668.97,1883.6,11364.6
10/8/2020,10915.69,1888.6,11420.98
10/9/2020,11064.46,1919.5,11579.94
10/10/2020,11296.36,1919.5,11579.94
10/11/2020,11384.18,1919.5,11579.94
10/12/2020,11555.36,1922.5,11876.26
10/13/2020,11425.9,1888.5,11863.9
10/14/2020,11429.51,1901.3,11768.73
10/15/2020,11495.35,1903.2,11713.87
10/16/2020,11322.12,1900.8,11671.56
10/17/2020,11358.1,1900.8,11671.56
10/18/2020,11483.36,1900.8,11671.56
10/19/2020,11742.04,1906.4,11478.88
10/20/2020,11916.34,1910.4,11516.49
10/21/2020,12823.69,1924.6,11484.69
10/22/2020,12965.89,1901.1,11506.01
10/23/2020,12931.54,1902,11548.28
10/24/2020,13108.06,1902,11548.28
10/25/2020,13031.17,1902,11548.28
10/26/2020,13075.25,1902.7,11358.94
10/27/2020,13654.22,1908.8,11431.35
10/28/2020,13271.29,1876.2,11004.87
10/29/2020,13437.88,1865.6,11185.59
10/30/2020,13546.52,1877.4,10911.59
10/31/2020,13780.99,1877.4,10911.59
11/1/2020,13737.11,1877.4,10911.59
11/2/2020,13550.49,1890.4,10957.61
11/3/2020,13950.3,1908.5,11160.57
11/4/2020,14133.71,1894.6,11590.78
11/5/2020,15579.85,1945.3,11890.93
11/6/2020,15565.88,1950.3,11895.23
11/7/2020,14833.75,1950.3,11895.23
11/8/2020,15479.57,1950.3,11895.23
11/9/2020,15332.32,1853.2,11713.78
11/10/2020,15290.9,1875.4,11553.86
11/11/2020,15701.34,1860.7,11786.43
11/12/2020,16276.34,1872.6,11709.59
11/13/2020,16317.81,1885.7,11829.29
11/14/2020,16068.14,1885.7,11829.29
11/15/2020,15955.59,1885.7,11829.29
11/16/2020,16716.11,1887.3,11924.13
11/17/2020,17645.41,1884.5,11899.34
11/18/2020,17804.01,1873.5,11801.6
11/19/2020,17817.09,1861.1,11904.71
11/20/2020,18621.31,1872.6,11854.97
11/21/2020,18642.23,1872.6,11854.97
11/22/2020,18370,1872.6,11854.97
11/23/2020,18364.12,1837.8,11880.63
11/24/2020,19107.46,1804.8,12036.79
11/25/2020,18732.12,1805.7,12094.4
11/26/2020,17150.62,1805.7,12094.4
11/27/2020,17108.4,1781.9,12205.85
11/28/2020,17717.42,1781.9,12205.85
11/29/2020,18177.48,1781.9,12205.85
11/30/2020,19625.84,1775.7,12198.74
12/1/2020,18803,1814.1,12355.11
12/2/2020,19201.09,1825.7,12349.37
12/3/2020,19445.4,1836.8,12377.18
12/4/2020,18699.77,1835.9,12464.23
12/5/2020,19154.23,1835.9,12464.23
12/6/2020,19345.12,1835.9,12464.23
12/7/2020,19191.63,1861.8,12519.95
12/8/2020,18321.14,1870.8,12582.77
12/9/2020,18553.92,1834.6,12338.95
12/10/2020,18264.99,1833.6,12405.81
12/11/2020,18058.9,1839.8,12377.87
12/12/2020,18803.66,1839.8,12377.87
12/13/2020,19142.38,1839.8,12377.87
12/14/2020,19246.64,1828.7,12440.04
12/15/2020,19417.08,1852.3,12595.06
12/16/2020,21310.6,1856.1,12658.19
12/17/2020,22805.16,1887.2,12764.75
12/18/2020,23137.96,1885.7,12755.64
12/19/2020,23869.83,1885.7,12755.64
12/20/2020,23477.3,1885.7,12755.64
12/21/2020,22803.08,1879.2,12742.52
12/22/2020,23783.03,1866.6,12807.92
12/23/2020,23241.34,1874.7,12771.11
12/24/2020,23735.95,1879.9,12804.73
12/25/2020,24664.79,1879.9,12804.73
12/26/2020,26437.04,1879.9,12804.73
12/27/2020,26272.29,1879.9,12804.73
12/28/2020,27084.81,1877.2,12899.42
12/29/2020,27362.44,1879.7,12850.22
12/30/2020,28840.95,1891,12870
12/31/2020,29001.72,1893.1,12888.28
1/1/2021,29374.15,1893.1,12888.28
1/2/2021,32127.27,1893.1,12888.28
1/3/2021,32782.02,1893.1,12888.28
1/4/2021,31971.91,1944.7,12698.45
1/5/2021,33992.43,1952.7,12818.96
1/6/2021,36824.36,1906.9,12740.79
1/7/2021,39371.04,1912.3,13067.48
1/8/2021,40797.61,1834.1,13201.98
1/9/2021,40254.55,1834.1,13201.98
1/10/2021,38356.44,1834.1,13201.98
1/11/2021,35566.66,1849.6,13036.43
1/12/2021,33922.96,1842.9,13072.43
1/13/2021,37316.36,1853.6,13128.95
1/14/2021,39187.33,1850.3,13112.64
1/15/2021,36825.37,1829.3,12998.5
1/16/2021,36178.14,1829.3,12998.5
1/17/2021,35791.28,1829.3,12998.5
1/18/2021,36630.08,1829.3,12998.5
1/19/2021,36069.81,1839.5,13197.18
1/20/2021,35547.75,1865.9,13457.25
1/21/2021,30825.7,1865.3,13530.91
1/22/2021,33005.76,1855.7,13543.06
1/23/2021,32067.64,1855.7,13543.06
1/24/2021,32289.38,1855.7,13543.06
1/25/2021,32366.39,1854.9,13635.99
1/26/2021,32569.85,1850.7,13626.06
1/27/2021,30432.55,1844.9,13270.6
1/28/2021,33466.1,1837.9,13337.16
1/29/2021,34316.39,1847.3,13070.69
1/30/2021,34269.52,1847.3,13070.69
1/31/2021,33114.36,1847.3,13070.69
2/1/2021,33537.18,1860.8,13403.39
2/2/2021,35510.29,1830.5,13612.78
2/3/2021,37472.09,1832.2,13610.54
2/4/2021,36926.06,1788.9,13777.74
2/5/2021,38144.31,1810.9,13856.3
2/6/2021,39266.01,1810.9,13856.3
2/7/2021,38903.44,1810.9,13856.3
2/8/2021,46196.46,1831.9,13987.64
2/9/2021,46481.1,1835.3,14007.7
2/10/2021,44918.18,1840.6,13972.53
2/11/2021,47909.33,1824.9,14025.77
2/12/2021,47504.85,1821.6,14095.47
2/13/2021,47105.52,1821.6,14095.47
2/14/2021,48717.29,1821.6,14095.47
2/15/2021,47945.06,1821.6,14095.47
2/16/2021,49199.87,1797.2,14047.5
2/17/2021,52149.01,1771.1,13965.49
2/18/2021,51679.8,1773.4,13865.36
2/19/2021,55888.13,1775.8,13874.46
2/20/2021,56099.52,1775.8,13874.46
2/21/2021,57539.94,1775.8,13874.46
2/22/2021,54207.32,1806.7,13533.05
2/23/2021,48824.43,1804.4,13465.2
2/24/2021,49705.33,1796.4,13597.97
2/25/2021,47093.85,1774.4,13119.43
2/26/2021,46339.76,1728.1,13192.35
2/27/2021,46188.45,1728.1,13192.35
2/28/2021,45137.77,1728.1,13192.35
3/1/2021,49631.24,1722.5,13588.83
3/2/2021,48378.99,1733.1,13358.79
3/3/2021,50538.24,1715.3,12997.75
3/4/2021,48561.17,1700.2,12723.47
3/5/2021,48927.3,1698,12920.15
3/6/2021,48912.38,1698,12920.15
3/7/2021,51206.69,1698,12920.15
3/8/2021,52246.52,1677.7,12609.16
3/9/2021,54824.12,1716.6,13073.82
3/10/2021,56008.55,1721.5,13068.83
3/11/2021,57805.12,1722.3,13398.67
3/12/2021,57332.09,1719.5,13319.86
3/13/2021,61243.08,1719.5,13319.86
3/14/2021,59302.32,1719.5,13319.86
3/15/2021,55907.2,1728.9,13459.71
3/16/2021,56804.9,1730.6,13471.57
3/17/2021,58870.89,1726.8,13525.2
3/18/2021,57858.92,1732.2,13116.17
3/19/2021,58346.65,1741.4,13215.24
3/20/2021,58313.64,1741.4,13215.24
3/21/2021,57523.42,1741.4,13215.24
3/22/2021,54529.15,1737.8,13377.54
3/23/2021,54738.94,1724.7,13227.7
3/24/2021,52774.26,1732.9,12961.89
3/25/2021,51704.16,1724.9,12977.68
3/26/2021,55137.31,1732.2,13138.73
3/27/2021,55973.51,1732.2,13138.73
3/28/2021,55950.75,1732.2,13138.73
3/29/2021,57750.2,1712.1,13059.65
3/30/2021,58917.69,1683.9,13045.39
3/31/2021,58918.83,1713.8,13246.87
4/1/2021,59095.81,1726.5,13480.11
4/2/2021,59384.31,1726.5,13480.11
4/3/2021,57603.89,1726.5,13480.11
4/4/2021,58758.56,1726.5,13480.11
4/5/2021,59057.88,1727,13705.59
4/6/2021,58192.36,1741.5,13698.38
4/7/2021,56048.94,1740.1,13688.84
4/8/2021,58323.95,1756.8,13829.31
4/9/2021,58245,1743.3,13900.19
4/10/2021,59793.24,1743.3,13900.19
4/11/2021,60204.96,1743.3,13900.19
4/12/2021,59893.45,1731.2,13850
4/13/2021,63503.46,1746.2,13996.1
4/14/2021,63109.7,1734.9,13857.84
4/15/2021,63314.01,1765.4,14038.76
4/16/2021,61572.79,1779,14052.34
4/17/2021,60683.82,1779,14052.34
4/18/2021,56216.19,1779,14052.34
4/19/2021,55724.27,1769.4,13914.77
4/20/2021,56473.03,1777.3,13786.27
4/21/2021,53906.09,1792.3,13950.22
4/22/2021,51762.27,1781.2,13818.41
4/23/2021,51093.65,1777,14016.81
4/24/2021,50050.87,1777,14016.81
4/25/2021,49004.25,1777,14016.81
4/26/2021,54021.75,1779.2,14138.78
4/27/2021,55033.12,1778,14090.22
4/28/2021,54824.7,1773.2,14051.03
4/29/2021,53555.11,1768.1,14082.55
4/30/2021,57750.18,1767.3,13962.68
5/1/2021,57828.05,1767.3,13962.68
5/2/2021,56631.08,1767.3,13962.68
5/3/2021,57200.29,1791.4,13895.12
5/4/2021,53333.54,1775.8,13633.5
5/5/2021,57424.01,1784.1,13582.42
5/6/2021,56396.51,1815.5,13632.84
5/7/2021,57356.4,1831.1,13752.24
5/8/2021,58803.78,1831.1,13752.24
5/9/2021,58232.32,1831.1,13752.24
5/10/2021,55859.8,1837.5,13401.86
5/11/2021,56704.57,1835.9,13389.43
5/12/2021,49150.53,1822.6,13031.68
5/13/2021,49716.19,1823.8,13124.99
5/14/2021,49880.53,1837.9,13429.98
5/15/2021,46760.19,1837.9,13429.98
5/16/2021,46456.06,1837.9,13429.98
5/17/2021,43537.51,1867.5,13379.05
5/18/2021,42909.4,1867.8,13303.64
5/19/2021,37002.44,1881.3,13299.74
5/20/2021,40782.74,1881.8,13535.74
5/21/2021,37304.69,1876.7,13470.99
5/22/2021,37536.63,1876.7,13470.99
5/23/2021,34770.58,1876.7,13470.99
5/24/2021,38705.98,1884.6,13661.17
5/25/2021,38402.22,1898.1,13657.17
5/26/2021,39294.2,1901.3,13738
5/27/2021,38436.97,1895.7,13736.28
5/28/2021,35697.61,1902.5,13748.74
5/29/2021,34616.07,1902.5,13748.74
5/30/2021,35678.13,1902.5,13748.74
5/31/2021,37332.85,1902.5,13748.74
6/1/2021,36684.92,1902.9,13736.48
6/2/2021,37575.18,1907.5,13756.33
6/3/2021,39208.77,1871.2,13614.51
6/4/2021,36894.41,1889.8,13814.49
6/5/2021,35551.96,1889.8,13814.49
6/6/2021,35862.38,1889.8,13814.49
6/7/2021,33560.71,1896.8,13881.72
6/8/2021,33472.63,1892.2,13924.91
6/9/2021,37345.12,1893.2,13911.75
6/10/2021,36702.6,1894.2,14020.33
6/11/2021,37334.4,1877.4,14069.42
6/12/2021,35552.52,1877.4,14069.42
6/13/2021,39097.86,1877.4,14069.42
6/14/2021,40218.48,1864,14174.14
6/15/2021,40406.27,1854.5,14072.86
6/16/2021,38347.06,1859.5,14039.68
6/17/2021,38053.5,1773.8,14161.35
6/18/2021,35787.24,1767.9,14030.38
6/19/2021,35615.87,1767.9,14030.38
6/20/2021,35698.3,1767.9,14030.38
6/21/2021,31676.69,1781.8,14141.48
6/22/2021,32505.66,1776.3,14253.27
6/23/2021,33723.03,1782.3,14271.73
6/24/2021,34662.44,1775.6,14369.71
6/25/2021,31637.78,1776.6,14360.39
6/26/2021,32186.28,1776.6,14360.39
6/27/2021,34649.64,1776.6,14360.39
6/28/2021,34434.34,1779.6,14500.51
6/29/2021,35867.78,1762.8,14528.33
6/30/2021,35040.84,1770.8,14503.95
7/1/2021,33572.12,1775.9,14522.38
7/2/2021,33897.05,1782.6,14639.33
7/3/2021,34668.55,1782.6,14639.33
7/4/2021,35287.78,1782.6,14639.33
7/5/2021,33746,1782.6,14639.33
7/6/2021,34235.19,1793.5,14663.64
7/7/2021,33855.33,1801.5,14665.06
7/8/2021,32877.37,1799.6,14559.78
7/9/2021,33798.01,1810,14701.92
7/10/2021,33520.52,1810,14701.92
7/11/2021,34240.19,1810,14701.92
7/12/2021,33155.85,1805.5,14733.24
7/13/2021,32702.03,1809.4,14677.65
7/14/2021,32822.35,1824.3,14644.95
7/15/2021,31780.73,1828.4,14543.13
7/16/2021,31421.54,1814.5,14427.24
7/17/2021,31533.07,1814.5,14427.24
7/18/2021,31796.81,1814.5,14427.24
7/19/2021,30817.83,1808.7,14274.98
7/20/2021,29807.35,1810.9,14498.88
7/21/2021,32110.69,1802.9,14631.95
7/22/2021,32313.11,1805,14684.6
7/23/2021,33581.55,1801.4,14836.99
7/24/2021,34292.45,1801.4,14836.99
7/25/2021,35350.19,1801.4,14836.99
7/26/2021,37337.53,1798.7,14840.71
7/27/2021,39406.94,1799.5,14660.58
7/28/2021,39995.91,1799.5,14762.58
